Year,CPI,Date,z_score
2025,2954.69,2025-03-01,3.086987240515575
2025,3043.23,2025-04-01,3.2020534418111244
2025,3089.74,2025-05-01,3.2624976367767444
2025,3132.17,2025-06-01,3.317639481377718
2025,3196.66,2025-07-01,3.4014504066267577
2025,3261.72,2025-08-01,3.4860021014120353
2025,3367.22,2025-09-01,3.6231094453998427
2025,3453.09,2025-10-01,3.734705726236175
2025,3482.96,2025-11-01,3.7735246491263723
